fips,pa_tweets,diet_tweets,smoking_tweets,alcohol_tweets,sleep_tweets,total_tweets,leisure_prev,smoking_prev,binge_prev,sleep_prev,obesity_prev,diet_prevalence,pa_rate,diet_rate,smoking_rate,alcohol_rate,sleep_rate,state
19111,304,65,7,111,51,660,27.3909,20.3,22.6182,30.2909,39.8909,0.3018688251398643,0.46060606060606063,0.09848484848484848,0.010606060606060607,0.16818181818181818,0.07727272727272727,19
19113,8894,1830,286,3335,3990,21518,20.7778,15.6222,21.9022,30.8756,37.2822,0.3595422298776749,0.4133283762431453,0.08504507853889767,0.013291198066734827,0.15498652291105122,0.18542615484710476,19
19115,81,17,2,40,22,186,25.7667,19.2333,21.5,32.3,37.8667,0.0159803318992009,0.43548387096774194,0.0913978494623656,0.010752688172043012,0.21505376344086022,0.11827956989247312,19
19117,65,20,1,36,20,158,26.5,19.0,19.55,32.175,36.625,0.2753427736570015,0.41139240506329117,0.12658227848101267,0.006329113924050633,0.22784810126582278,0.12658227848101267,19
19119,74,22,0,48,26,201,23.8333,16.9333,20.1333,29.6,33.4,0.1788913096102638,0.3681592039800995,0.10945273631840796,0.0,0.23880597014925373,0.12935323383084577,19
19121,182,42,3,62,25,366,22.8,16.8333,22.4,28.8333,34.5333,0.1973977932266088,0.4972677595628415,0.11475409836065574,0.00819672131147541,0.16939890710382513,0.06830601092896176,19
19123,419,70,11,204,78,911,26.1,18.9571,20.3143,31.7714,35.6286,0.2557079665787945,0.45993413830954993,0.07683863885839737,0.012074643249176729,0.2239297475301866,0.08562019758507135,19
19125,704,129,18,256,101,1430,22.8375,16.8,21.55,31.225,33.3875,0.2330523357920618,0.49230769230769234,0.09020979020979021,0.012587412587412588,0.17902097902097902,0.07062937062937064,19
19127,740,125,22,282,159,1574,30.3,17.97,19.81,30.92,37.96,0.28097323361543,0.4701397712833545,0.07941550190597205,0.01397712833545108,0.17916137229987295,0.10101651842439645,19
19129,210,61,8,92,34,527,23.44,17.44,21.62,32.8,35.56,0.1328109436217544,0.3984819734345351,0.1157495256166983,0.015180265654648957,0.174573055028463,0.06451612903225806,19
19131,67,21,1,30,14,162,26.0333,17.2,19.2333,28.3,36.7,0.2225315515961395,0.41358024691358025,0.12962962962962962,0.006172839506172839,0.18518518518518517,0.08641975308641975,19
19133,50,12,2,24,21,138,26.75,18.075,19.55,30.2,35.225,0.1633668722276317,0.36231884057971014,0.08695652173913043,0.014492753623188406,0.17391304347826086,0.15217391304347827,19
19135,139,16,4,71,17,294,25.9333,18.1,20.1667,31.8,38.1333,0.0888331242158092,0.47278911564625853,0.05442176870748299,0.013605442176870748,0.24149659863945577,0.05782312925170068,19
19137,136,28,7,63,26,306,27.45,19.175,20.175,30.325,41.65,0.2068901303538175,0.4444444444444444,0.0915032679738562,0.02287581699346405,0.20588235294117646,0.08496732026143791,19
19139,752,164,21,277,124,1589,25.65,18.11,21.6,32.35,42.8,0.2312565661710865,0.473253618628068,0.10320956576463185,0.013215859030837005,0.17432347388294525,0.07803650094398994,19
19141,213,52,8,84,44,466,28.675,17.375,20.1,29.425,34.3,0.1624964592578604,0.4570815450643777,0.11158798283261803,0.017167381974248927,0.18025751072961374,0.0944206008583691,19
19143,54,9,2,25,8,124,26.15,18.15,20.0,29.9,39.15,0.2965026307644692,0.43548387096774194,0.07258064516129033,0.016129032258064516,0.20161290322580644,0.06451612903225806,19
19145,247,45,11,103,37,510,26.6,17.75,19.8333,32.8667,39.1167,0.1361231361231361,0.4843137254901961,0.08823529411764706,0.021568627450980392,0.2019607843137255,0.07254901960784314,19
19147,32,7,0,19,12,86,24.225,15.625,20.85,28.65,37.425,0.2445600254750026,0.37209302325581395,0.08139534883720931,0.0,0.22093023255813954,0.13953488372093023,19
19149,235,84,7,118,58,586,23.5167,16.9333,20.6333,28.0833,33.6667,0.1589290002401344,0.40102389078498296,0.14334470989761092,0.011945392491467578,0.20136518771331058,0.09897610921501707,19
19151,36,12,2,15,8,85,27.7667,17.8333,19.6667,30.3667,36.9333,0.2232558139534883,0.4235294117647059,0.1411764705882353,0.023529411764705882,0.17647058823529413,0.09411764705882353,19
19153,20880,4616,678,8818,3494,46089,22.0814,17.6351,23.5505,29.2753,35.6278,0.2983891980254916,0.4530365163054091,0.10015404977326477,0.014710668489227365,0.19132547896461194,0.07580984616719824,19
19155,2081,384,49,768,348,4343,26.9833,20.6,21.97,32.28,40.19,0.5093564745375331,0.47916186967533964,0.0884181441399954,0.011282523601197329,0.1768362882799908,0.08012894312687083,19
19157,428,72,14,208,57,911,23.5,16.7,20.64,31.2,36.1,0.073491146791902,0.4698133918770582,0.07903402854006586,0.015367727771679473,0.2283205268935236,0.06256860592755215,19
19159,41,4,1,13,11,82,26.3,16.8,18.5,29.7,37.2,0.1091405184174624,0.5,0.04878048780487805,0.012195121951219513,0.15853658536585366,0.13414634146341464,19
19161,38,5,0,22,5,86,26.125,16.8,19.575,29.9,40.225,0.2153386825900354,0.4418604651162791,0.05813953488372093,0.0,0.2558139534883721,0.05813953488372093,19
19163,4724,959,131,1942,766,10141,24.1979,16.5894,22.6128,32.717,37.7617,0.237474752705992,0.46583177201459425,0.09456661078789073,0.012917858199388621,0.19149985208559314,0.07553495710482201,19
19165,145,34,4,81,21,355,25.125,16.5,20.275,29.525,38.625,0.2738363748205864,0.4084507042253521,0.09577464788732394,0.011267605633802818,0.22816901408450704,0.059154929577464786,19
19167,454,55,13,165,54,861,22.7,15.1,20.8429,27.9,34.3286,0.0201502600654979,0.5272938443670151,0.06387921022067364,0.015098722415795587,0.1916376306620209,0.0627177700348432,19
19169,5114,1161,150,2240,897,11408,18.94,13.28,23.45,27.19,29.64,0.3129879347054649,0.4482819074333801,0.10177068723702665,0.013148667601683029,0.19635343618513323,0.07862903225806452,19
19171,226,36,9,117,54,540,27.7167,18.7167,20.45,29.4167,37.2333,0.2899766404756848,0.4185185185185185,0.06666666666666667,0.016666666666666666,0.21666666666666667,0.1,19
19173,27,3,1,12,8,61,28.3,18.4,19.7667,31.2667,37.9,0.0421085958524616,0.4426229508196721,0.04918032786885246,0.01639344262295082,0.19672131147540983,0.13114754098360656,19
19175,265,50,7,69,44,526,25.625,18.725,20.675,32.7,35.95,0.2212382320089357,0.5038022813688213,0.09505703422053231,0.013307984790874524,0.1311787072243346,0.08365019011406843,19
19177,38,5,0,16,0,77,27.8,19.35,19.6,31.4,37.1,0.2428005284015852,0.4935064935064935,0.06493506493506493,0.0,0.2077922077922078,0.0,19
19179,431,106,20,165,92,961,27.3455,20.0,20.4364,31.8909,39.0909,0.503719298245614,0.44849115504682624,0.11030176899063475,0.02081165452653486,0.1716961498439126,0.09573361082206035,19
19181,1060,186,16,406,138,2071,20.5333,15.325,23.25,28.3167,36.75,0.3017005699457856,0.5118300338000966,0.08981168517624336,0.00772573635924674,0.19604056011588605,0.06663447609850313,19
19183,238,71,19,86,42,551,25.9,17.44,20.16,29.06,39.08,0.0887854773313674,0.4319419237749546,0.12885662431941924,0.034482758620689655,0.1560798548094374,0.07622504537205081,19
19185,66,8,5,28,13,138,31.1333,21.4667,18.7667,30.9333,39.2333,0.3998125878494455,0.4782608695652174,0.057971014492753624,0.036231884057971016,0.2028985507246377,0.09420289855072464,19
19187,515,130,15,227,114,1214,27.075,20.1667,20.625,32.3917,38.0917,0.3697830469713838,0.4242174629324547,0.1070840197693575,0.012355848434925865,0.18698517298187808,0.09390444810543658,19
19189,145,34,4,41,25,301,24.4,16.4333,20.4333,30.7333,37.1,0.2136215129429504,0.48172757475083056,0.11295681063122924,0.013289036544850499,0.1362126245847176,0.08305647840531562,19
19191,254,72,4,159,32,617,21.34,14.22,22.7,27.86,32.18,0.1270127237923657,0.41166936790923825,0.1166936790923825,0.006482982171799027,0.2576985413290113,0.05186385737439222,19
19193,2984,685,112,1189,574,6742,29.028,19.304,20.724,33.308,38.172,0.264344566258074,0.44259863541975675,0.10160189854642539,0.01661228122218926,0.17635716404627708,0.08513794126371997,19
19195,69,22,2,24,10,157,25.1333,17.5333,21.1,30.6333,34.3667,0.0812055804158989,0.4394904458598726,0.14012738853503184,0.012738853503184714,0.15286624203821655,0.06369426751592357,19
19197,57,14,1,30,11,145,27.14,17.4,18.84,30.58,38.22,0.124121248771638,0.3931034482758621,0.09655172413793103,0.006896551724137931,0.20689655172413793,0.07586206896551724,19
20001,191,37,9,89,23,420,26.5,20.18,16.14,34.9,39.0,0.246388922048466,0.45476190476190476,0.0880952380952381,0.02142857142857143,0.2119047619047619,0.05476190476190476,20
20003,60,22,0,25,10,130,26.1,20.85,16.2,33.1,38.6,0.1850160454208837,0.46153846153846156,0.16923076923076924,0.0,0.19230769230769232,0.07692307692307693,20
20005,251,37,4,94,49,526,24.575,18.825,17.9,32.05,35.85,0.2869888915150083,0.47718631178707227,0.07034220532319392,0.0076045627376425855,0.17870722433460076,0.09315589353612168,20
20007,16,2,2,13,6,43,27.15,19.6,15.4,32.3,38.75,0.1152026332030446,0.37209302325581395,0.046511627906976744,0.046511627906976744,0.3023255813953488,0.13953488372093023,20
20009,511,98,15,365,81,1250,25.6125,19.6375,15.7125,30.55,35.325,0.4013740200623788,0.4088,0.0784,0.012,0.292,0.0648,20
20011,167,39,8,77,41,395,26.26,20.2,16.06,33.3,40.26,0.3550250615920483,0.42278481012658226,0.09873417721518987,0.020253164556962026,0.1949367088607595,0.10379746835443038,20
20013,53,7,0,23,14,119,27.6667,20.1333,16.1667,31.7667,37.0667,0.3773036858974359,0.44537815126050423,0.058823529411764705,0.0,0.19327731092436976,0.11764705882352941,20
20015,1117,399,38,494,191,2664,22.5923,18.8,18.5,34.2692,38.5769,0.3351662887377173,0.41929429429429427,0.14977477477477477,0.014264264264264264,0.18543543543543545,0.07169669669669669,20
20017,22,3,0,18,10,66,25.1,17.9,15.7,32.3,36.8,0.9372759856630823,0.3333333333333333,0.045454545454545456,0.0,0.2727272727272727,0.15151515151515152,20
20019,13,3,1,2,6,31,29.2,21.3,14.9,32.4,39.8,0.3663123466884709,0.41935483870967744,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.1935483870967742,20
20021,324,55,10,146,62,747,26.4333,21.3333,16.9667,32.5833,35.8167,0.4642873674952553,0.43373493975903615,0.07362784471218206,0.013386880856760375,0.19544846050870146,0.08299866131191433,20
20023,4,4,1,1,1,13,26.5,17.0,14.0,29.2,35.5,0.3198826118855465,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,20
20025,9,4,0,4,2,24,25.8,16.6,14.7,30.0,35.6,1.0,0.375,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,20
20027,125,20,5,51,25,273,22.9,17.25,17.15,30.85,39.05,0.307908611599297,0.45787545787545786,0.07326007326007326,0.018315018315018316,0.18681318681318682,0.09157509157509157,20
20029,124,20,7,47,18,258,25.375,18.15,16.4,33.2,37.025,0.3668310080772055,0.4806201550387597,0.07751937984496124,0.027131782945736434,0.1821705426356589,0.06976744186046512,20
20031,35,11,0,17,8,79,23.7667,18.4333,16.6667,31.2,35.7333,0.5914428554819207,0.4430379746835443,0.13924050632911392,0.0,0.21518987341772153,0.10126582278481013,20
20033,8,1,0,8,1,23,24.7,17.6,15.6,30.7,37.4,0.1782125859333685,0.34782608695652173,0.043478260869565216,0.0,0.34782608695652173,0.043478260869565216,20
20035,632,139,16,266,138,1430,26.7364,19.9455,15.9818,34.7455,39.3909,0.3084259783613007,0.44195804195804195,0.0972027972027972,0.011188811188811189,0.18601398601398603,0.0965034965034965,20
20037,1594,317,62,797,313,3699,24.0727,19.7909,19.6,32.3364,35.4091,0.4403632015544428,0.43092727764260613,0.08569883752365504,0.016761286834279535,0.21546363882130307,0.08461746417950798,20
20039,19,2,1,7,0,32,25.95,17.15,14.55,29.85,36.6,0.7472826086956522,0.59375,0.0625,0.03125,0.21875,0.0,20
20041,239,53,5,118,55,546,25.3,19.3833,16.8,35.65,37.9333,0.1614104503665774,0.43772893772893773,0.09706959706959707,0.009157509157509158,0.21611721611721613,0.10073260073260074,20
20043,111,19,2,34,16,209,24.2667,18.9667,17.6,32.2333,35.0,0.3264946507237256,0.5311004784688995,0.09090909090909091,0.009569377990430622,0.16267942583732056,0.07655502392344497,20
20045,7357,1594,240,3121,1203,16319,18.4545,15.5955,20.9773,31.9682,30.1364,0.2946211153169226,0.4508241926588639,0.09767755377167718,0.01470678350389117,0.19124946381518476,0.07371775231325449,20
20047,15,1,0,2,0,20,27.3,19.7,15.75,32.7,40.2,0.3154761904761904,0.75,0.05,0.0,0.1,0.0,20
20049,19,3,0,10,6,49,30.1,21.6,14.5,34.0,40.9,0.3684941013185288,0.3877551020408163,0.061224489795918366,0.0,0.20408163265306123,0.12244897959183673,20
20051,997,233,43,551,209,2430,21.3833,16.6333,19.9,31.9833,30.7167,0.2384991205784639,0.4102880658436214,0.09588477366255144,0.017695473251028805,0.22674897119341564,0.0860082304526749,20
20053,99,12,2,38,13,183,24.75,18.4,17.9,30.65,35.75,0.3126058180698784,0.5409836065573771,0.06557377049180328,0.01092896174863388,0.20765027322404372,0.07103825136612021,20
20055,702,166,30,280,171,1666,28.6917,19.15,16.9667,34.4417,42.1083,0.2873325733827301,0.42136854741896757,0.09963985594237695,0.01800720288115246,0.16806722689075632,0.10264105642256903,20
20057,665,204,27,282,163,1627,32.4,19.4571,18.2,32.5,40.4,0.2811010195914674,0.4087277197295636,0.1253841425937308,0.016594960049170254,0.17332513829133375,0.10018438844499078,20
20059,344,72,9,127,54,706,25.08,19.0,17.36,31.92,40.86,0.4719529085872576,0.48725212464589235,0.10198300283286119,0.012747875354107648,0.17988668555240794,0.0764872521246459,20
20061,364,114,12,147,78,890,22.8125,19.95,19.225,34.7375,36.275,0.3691577905826203,0.40898876404494383,0.12808988764044943,0.01348314606741573,0.1651685393258427,0.08764044943820225,20
20063,53,8,1,15,5,101,24.55,17.7,15.45,29.25,34.9,0.9743970315398888,0.5247524752475248,0.07920792079207921,0.009900990099009901,0.1485148514851485,0.04950495049504951,20
20065,1,1,0,2,0,4,25.6,17.4,15.25,30.4,36.9,0.5783132530120482,0.25,0.25,0.0,0.5,0.0,20
20067,75,17,3,50,16,182,27.7,19.65,17.9,33.4,39.4,0.2170136671350108,0.41208791208791207,0.09340659340659341,0.016483516483516484,0.27472527472527475,0.08791208791208792,20
20069,54,8,0,40,17,156,25.05,18.75,17.65,32.05,35.35,0.4552114552114552,0.34615384615384615,0.05128205128205128,0.0,0.2564102564102564,0.10897435897435898,20
20071,3,0,0,4,0,9,25.3,16.6,15.8,30.6,36.3,0.1379310344827586,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,20
20073,62,13,2,29,18,149,26.3,19.1333,15.6667,31.8333,38.6667,0.485124831813425,0.4161073825503356,0.087248322147651,0.013422818791946308,0.19463087248322147,0.12080536912751678,20
20075,20,4,1,8,3,43,27.9,19.6,17.3,32.8,38.0,0.1550185873605948,0.46511627906976744,0.09302325581395349,0.023255813953488372,0.18604651162790697,0.06976744186046512,20
20077,26,4,1,9,6,54,28.4,20.5667,15.8,31.4,36.4,0.4295949297327087,0.48148148148148145,0.07407407407407407,0.018518518518518517,0.16666666666666666,0.1111111111111111,20
20079,533,106,16,216,113,1142,23.2667,17.05,15.9167,31.6667,37.4667,0.0470189206264755,0.46672504378283713,0.09281961471103327,0.014010507880910683,0.18914185639229422,0.0989492119089317,20
20081,35,7,0,16,9,77,29.2,21.4,16.8,33.0,40.3,0.2044172932330827,0.45454545454545453,0.09090909090909091,0.0,0.2077922077922078,0.11688311688311688,20
20083,9,3,0,1,5,21,22.7,16.2,16.0,29.5,36.2,0.3194154488517745,0.42857142857142855,0.14285714285714285,0.0,0.047619047619047616,0.23809523809523808,20
20085,87,14,2,15,18,162,24.2,19.5667,16.9333,30.8667,38.0,0.2004159857376318,0.5370370370370371,0.08641975308641975,0.012345679012345678,0.09259259259259259,0.1111111111111111,20
20087,109,12,1,32,18,208,23.85,18.975,17.3,31.2,37.6,0.05136476426799,0.5240384615384616,0.057692307692307696,0.004807692307692308,0.15384615384615385,0.08653846153846154,20
20089,9,1,0,3,1,19,29.2,19.7,13.75,31.5,40.95,0.2674683132921677,0.47368421052631576,0.05263157894736842,0.0,0.15789473684210525,0.05263157894736842,20
20091,17147,3167,442,7155,2430,36524,15.1961,12.0669,18.337,27.663,29.6323,0.26154900072476,0.46947212791589094,0.0867101084218596,0.012101631803745483,0.1958985872303143,0.06653159566312562,20
20093,26,10,1,22,7,74,29.9,21.8,16.8,32.5,38.0,0.0880060346995222,0.35135135135135137,0.13513513513513514,0.013513513513513514,0.2972972972972973,0.0945945945945946,20
20095,83,11,1,35,9,169,23.5667,16.3333,16.3667,31.8,37.8333,0.4236446933061847,0.4911242603550296,0.0650887573964497,0.005917159763313609,0.20710059171597633,0.05325443786982249,20
20097,38,16,1,13,8,85,24.1,18.0,16.6,30.5,36.2,0.3975714845280063,0.4470588235294118,0.18823529411764706,0.011764705882352941,0.15294117647058825,0.09411764705882353,20
20099,191,48,5,85,53,458,27.05,21.9375,16.275,35.05,41.0375,0.3483161053684561,0.4170305676855895,0.10480349344978165,0.010917030567685589,0.185589519650655,0.11572052401746726,20
20101,9,6,0,0,0,15,25.5,18.2,16.0,31.2,37.4,0.2228571428571428,0.6,0.4,0.0,0.0,0.0,20
20103,1308,240,49,497,249,2818,24.0875,20.1562,19.2313,34.4188,38.3875,0.5890341628005061,0.4641589779985806,0.085166784953868,0.01738821859474805,0.17636621717530163,0.08836053938963805,20
20105,15,6,1,3,4,32,25.3,18.2,15.7,31.2,38.3,0.3159518667078062,0.46875,0.1875,0.03125,0.09375,0.125,20
20107,18,6,0,12,2,47,27.5,21.35,15.95,34.85,39.95,0.1597970173985087,0.3829787234042553,0.1276595744680851,0.0,0.2553191489361702,0.0425531914893617,20
20109,12,4,0,3,3,28,25.6,18.4,16.4,31.3,37.0,0.182510885341074,0.42857142857142855,0.14285714285714285,0.0,0.10714285714285714,0.10714285714285714,20
20111,828,220,30,365,181,1869,23.625,17.625,17.525,31.5875,37.7625,0.1926109337329771,0.44301765650080255,0.11771000535045478,0.016051364365971106,0.19529159978598182,0.09684323167469235,20
20113,579,127,15,228,109,1260,22.0429,16.2571,16.9429,28.8,31.7286,0.2694996572995202,0.4595238095238095,0.1007936507936508,0.011904761904761904,0.18095238095238095,0.0865079365079365,20
20115,225,36,2,48,33,389,25.025,17.85,15.675,30.525,32.625,0.2370458135860979,0.5784061696658098,0.09254498714652956,0.005141388174807198,0.12339331619537275,0.08483290488431877,20
20117,93,21,12,49,27,227,25.425,18.65,16.475,30.45,36.275,0.3663141247405357,0.40969162995594716,0.09251101321585903,0.05286343612334802,0.21585903083700442,0.11894273127753303,20
20119,29,8,0,11,4,62,26.75,19.05,16.5,30.85,35.85,0.8480552526354053,0.46774193548387094,0.12903225806451613,0.0,0.1774193548387097,0.06451612903225806,20
20121,549,85,10,254,180,1349,22.1,17.2125,18.5,32.375,38.0625,0.3927172696754942,0.40696812453669384,0.06300963676797627,0.007412898443291327,0.1882876204595997,0.1334321719792439,20
20123,67,6,0,23,10,118,25.25,17.65,15.65,30.4,38.85,0.3255923426957476,0.5677966101694916,0.05084745762711865,0.0,0.19491525423728814,0.0847457627118644,20
20125,458,108,27,187,213,1179,29.3846,22.3308,15.2,35.5846,41.8692,0.3834975043067273,0.3884648006785411,0.0916030534351145,0.022900763358778626,0.15860899067005937,0.1806615776081425,20
20127,23,6,1,10,5,51,25.0,18.0,15.35,29.8,36.55,0.572938068682125,0.45098039215686275,0.11764705882352941,0.0196078431372549,0.19607843137254902,0.09803921568627451,20
20129,168,18,3,57,21,323,28.4,19.7,16.2,32.9,36.4,0.2613671512527065,0.5201238390092879,0.05572755417956656,0.009287925696594427,0.17647058823529413,0.06501547987616099,20
20131,69,16,1,33,7,152,22.9333,16.7333,16.7,31.6667,35.1,0.3057575162114364,0.45394736842105265,0.10526315789473684,0.006578947368421052,0.21710526315789475,0.046052631578947366,20
20133,236,60,8,89,39,516,24.52,19.98,16.7,32.9,38.78,0.1438953488372093,0.4573643410852713,0.11627906976744186,0.015503875968992248,0.17248062015503876,0.0755813953488372,20
20135,159,26,3,74,16,331,26.65,18.25,15.6,31.4,36.5,0.2684261345349211,0.48036253776435045,0.07854984894259819,0.00906344410876133,0.22356495468277945,0.04833836858006042,20
20137,100,12,1,42,9,186,25.7,19.9,17.9,32.8,36.7,0.2230647152177746,0.5376344086021505,0.06451612903225806,0.005376344086021506,0.22580645161290322,0.04838709677419355,20
20139,134,21,4,58,21,287,27.26,20.64,16.58,34.04,43.24,0.192456317204301,0.46689895470383275,0.07317073170731707,0.013937282229965157,0.20209059233449478,0.07317073170731707,20
20141,8,3,1,3,2,21,26.9,17.6,15.2,30.0,36.3,0.2312078797304302,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.09523809523809523,20
20143,34,16,1,11,7,79,23.15,18.1,16.6,31.45,37.45,0.2572648169430307,0.43037974683544306,0.20253164556962025,0.012658227848101266,0.13924050632911392,0.08860759493670886,20
20145,66,19,3,46,20,183,25.4,18.95,17.3,33.3,38.4,0.3503513552273053,0.36065573770491804,0.10382513661202186,0.01639344262295082,0.25136612021857924,0.1092896174863388,20
20147,45,9,0,12,6,90,24.9333,18.8,15.4333,30.9,36.3667,0.3920595533498759,0.5,0.1,0.0,0.13333333333333333,0.06666666666666667,20
20149,143,21,5,66,26,320,20.85,16.725,18.4,31.25,34.825,0.1415758330738087,0.446875,0.065625,0.015625,0.20625,0.08125,20
20151,255,78,24,110,75,640,23.6667,17.2333,17.1333,30.3,35.4333,0.3195940347970174,0.3984375,0.121875,0.0375,0.171875,0.1171875,20
20153,17,9,1,20,5,59,26.7,17.2,14.5,30.1,36.0,0.3568876538308853,0.288135593220339,0.15254237288135594,0.01694915254237288,0.3389830508474576,0.0847457627118644,20
20155,1026,222,40,458,200,2338,26.8647,20.1765,16.1,35.6412,41.6529,0.4133324530128967,0.4388366124893071,0.0949529512403764,0.01710863986313088,0.1958939264328486,0.0855431993156544,20
20157,22,6,2,12,7,55,24.2,16.4333,14.6333,29.0,36.9,0.4508196721311475,0.4,0.10909090909090909,0.03636363636363636,0.21818181818181817,0.12727272727272726,20
20159,135,39,4,61,44,336,25.3333,18.2333,16.6333,32.7667,37.9333,0.2553803431518397,0.4017857142857143,0.11607142857142858,0.011904761904761904,0.18154761904761904,0.13095238095238096,20
20161,4012,1151,168,1824,731,9345,19.2231,16.0769,22.5,30.0385,29.1462,0.6293510958315428,0.42932049224184055,0.12316746923488496,0.017977528089887642,0.19518459069020866,0.07822364901016586,20
20163,26,10,1,12,6,69,24.35,18.85,16.2,30.85,33.8,0.1447596988998263,0.37681159420289856,0.14492753623188406,0.014492753623188406,0.17391304347826086,0.08695652173913043,20
20165,23,3,0,8,6,43,25.65,18.0,15.4,31.2,36.0,0.298155427880254,0.5348837209302325,0.06976744186046512,0.0,0.18604651162790697,0.13953488372093023,20
20167,66,23,1,25,9,149,25.45,18.0,15.5,31.35,36.8,0.3167862266857962,0.4429530201342282,0.15436241610738255,0.006711409395973154,0.16778523489932887,0.06040268456375839,20
20169,1282,234,51,461,268,2701,25.6667,19.7,16.3083,34.25,38.3917,0.2002301909865841,0.4746390225842281,0.08663457978526472,0.01888189559422436,0.1706775268419104,0.09922251018141429,20
20171,74,10,3,36,20,171,24.7,17.5,16.7,31.5,34.0,0.2443273905996758,0.4327485380116959,0.05847953216374269,0.017543859649122806,0.21052631578947367,0.11695906432748537,20
20173,21586,5006,895,8956,4491,49625,23.779,20.479,16.7669,35.3129,35.1,0.3975406418142655,0.4349823677581864,0.10087657430730479,0.018035264483627203,0.1804735516372796,0.09049874055415617,20
20175,5529,816,188,2609,793,12221,33.6,21.56,17.28,32.8,40.38,0.1564569536423841,0.4524179690696342,0.06677031339497586,0.015383356517469929,0.21348498486212258,0.06488830701251944,20
20177,4927,951,129,1869,795,10430,23.9907,18.7233,16.5,32.0721,37.8884,0.370813125355005,0.47238734419942474,0.09117929050814957,0.01236816874400767,0.17919463087248322,0.07622243528283797,20
20179,9,1,0,3,3,21,25.3,17.4,15.75,31.15,38.15,0.7207207207207207,0.42857142857142855,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,20
20181,124,25,5,57,29,297,23.45,17.75,17.3,31.6,37.25,0.7826955074875208,0.4175084175084175,0.08417508417508418,0.016835016835016835,0.1919191919191919,0.09764309764309764,20
20183,9,3,0,3,6,25,25.5,17.3,14.35,29.4,35.45,0.7020965382740126,0.36,0.12,0.0,0.12,0.24,20
20185,25,5,0,16,7,62,27.8,18.4,15.05,31.6,36.4,0.2544512057696642,0.4032258064516129,0.08064516129032258,0.0,0.25806451612903225,0.11290322580645161,20
20187,11,5,0,6,1,27,28.5,19.0,16.3,32.0,38.0,0.1055928411633109,0.4074074074074074,0.18518518518518517,0.0,0.2222222222222222,0.037037037037037035,20
20189,66,16,2,15,16,136,28.6,20.45,16.9,33.05,40.05,0.3048567435359888,0.4852941176470588,0.11764705882352941,0.014705882352941176,0.11029411764705882,0.11764705882352941,20
20191,503,139,27,236,173,1284,23.6333,19.3833,16.1667,32.4667,37.1,0.1742749589099199,0.3917445482866044,0.10825545171339564,0.02102803738317757,0.1838006230529595,0.13473520249221183,20
20193,70,29,3,43,26,205,23.45,17.85,18.15,30.1,37.75,0.6708860759493671,0.34146341463414637,0.14146341463414633,0.014634146341463415,0.2097560975609756,0.12682926829268293,20
20195,23,6,4,15,9,69,24.8,16.7,15.6,29.5,36.2,0.1796067977340886,0.3333333333333333,0.08695652173913043,0.057971014492753624,0.21739130434782608,0.13043478260869565,20
20197,17,8,1,13,3,51,22.75,16.6,17.95,29.95,37.1,0.4179781653197221,0.3333333333333333,0.1568627450980392,0.0196078431372549,0.2549019607843137,0.058823529411764705,20
20199,16,1,0,7,3,31,23.1,15.8,16.0,30.1,34.0,0.3279461279461279,0.5161290322580645,0.03225806451612903,0.0,0.22580645161290322,0.0967741935483871,20
20201,43,4,1,17,7,91,25.9,18.3,15.65,31.45,39.35,0.5073288498016899,0.4725274725274725,0.04395604395604396,0.01098901098901099,0.18681318681318682,0.07692307692307693,20
20203,9,3,1,8,3,30,24.9,16.5,16.2,31.5,36.4,0.1154879140555058,0.3,0.1,0.03333333333333333,0.26666666666666666,0.1,20
20205,60,13,1,22,13,132,27.325,21.525,15.775,32.55,39.075,0.2749021968101113,0.45454545454545453,0.09848484848484848,0.007575757575757576,0.16666666666666666,0.09848484848484848,20
20207,29,6,1,12,1,58,29.5,21.0,14.8,31.8,37.3,0.3569767441860465,0.5,0.10344827586206896,0.017241379310344827,0.20689655172413793,0.017241379310344827,20
20209,4305,870,152,1745,793,9449,34.1984,26.1953,16.6516,39.2797,48.1,0.4542105893627216,0.4556037675944544,0.0920732352629908,0.01608635834479839,0.18467562705048154,0.0839242247856916,20
21001,265,43,4,83,65,540,34.5571,26.6143,15.0429,38.3143,40.0857,0.1401836568638847,0.49074074074074076,0.07962962962962963,0.007407407407407408,0.1537037037037037,0.12037037037037036,21
21003,129,30,2,53,30,300,33.0167,25.8167,15.1667,40.5,38.3333,0.2172780116255762,0.43,0.1,0.006666666666666667,0.17666666666666667,0.1,21
21005,279,58,7,125,60,640,30.18,23.48,15.86,37.86,35.94,0.1737455756818655,0.4359375,0.090625,0.0109375,0.1953125,0.09375,21
21007,15,9,1,10,5,43,32.4333,24.2,14.8,37.6333,39.1667,0.0004695938013618,0.3488372093023256,0.20930232558139536,0.023255813953488372,0.23255813953488372,0.11627906976744186,21
21009,532,102,16,328,81,1244,34.56,26.79,14.34,37.06,37.84,0.2766128011476309,0.42765273311897106,0.0819935691318328,0.012861736334405145,0.26366559485530544,0.06511254019292605,21
