fips,pa_tweets,diet_tweets,smoking_tweets,alcohol_tweets,sleep_tweets,total_tweets,leisure_prev,smoking_prev,binge_prev,sleep_prev,obesity_prev,diet_prevalence,pa_rate,diet_rate,smoking_rate,alcohol_rate,sleep_rate,state
29031,1798,334,58,702,301,3827,26.4062,20.3625,18.5438,32.6813,40.1312,0.3405433845344401,0.4698197021165404,0.08727462764567546,0.015155474261823882,0.18343349882414423,0.07865168539325842,29
29033,67,18,9,32,13,164,30.2667,22.2333,16.5,33.9667,37.3667,0.2592791823561054,0.40853658536585363,0.10975609756097561,0.054878048780487805,0.1951219512195122,0.07926829268292683,29
29035,28,2,1,11,4,48,28.8,23.25,16.6,34.05,39.3,0.5102952913008779,0.5833333333333334,0.041666666666666664,0.020833333333333332,0.22916666666666666,0.08333333333333333,29
29037,1067,254,37,481,201,2421,25.065,20.15,17.325,30.565,34.9,0.4566588752147343,0.44072697232548536,0.10491532424617926,0.015282940933498555,0.19867823213548122,0.08302354399008674,29
29039,91,9,2,22,11,167,30.9333,23.4333,14.4333,33.2333,36.5333,0.2124874839078815,0.5449101796407185,0.05389221556886228,0.011976047904191617,0.1317365269461078,0.0658682634730539,29
29041,16,5,1,5,3,35,29.4,21.3,15.3,33.2,38.5,0.0902822117226407,0.45714285714285713,0.14285714285714285,0.02857142857142857,0.14285714285714285,0.08571428571428572,29
29043,1427,216,40,484,187,3067,22.6286,19.1714,17.4714,31.6571,37.7143,0.3828390414103388,0.46527551353113794,0.07042712748614281,0.013042060645582002,0.15780893381154223,0.06097163351809586,29
29045,25,2,0,22,6,61,29.1667,23.4333,16.0333,34.8333,39.2667,0.2167182662538699,0.4098360655737705,0.03278688524590164,0.0,0.36065573770491804,0.09836065573770492,29
29047,2139,411,67,1000,326,4774,22.1682,19.3659,18.725,33.4773,33.6,0.4296519198300407,0.44805194805194803,0.0860913280268119,0.014034352744030164,0.20946795140343527,0.0682865521575199,29
29049,174,36,3,90,28,395,25.4,20.05,17.625,32.725,36.775,0.1724407768371629,0.44050632911392407,0.09113924050632911,0.007594936708860759,0.22784810126582278,0.07088607594936709,29
29051,1919,397,51,735,269,4145,22.72,18.32,17.9867,29.86,33.9333,0.3747512712801238,0.4629674306393245,0.09577804583835947,0.012303980699638117,0.1773220747889023,0.06489746682750301,29
29053,122,30,4,53,21,276,26.48,20.66,17.38,32.84,36.98,0.3129367649565365,0.4420289855072464,0.10869565217391304,0.014492753623188406,0.19202898550724637,0.07608695652173914,29
29055,52,6,4,21,8,121,30.85,25.3333,16.2333,35.25,41.4167,0.1125815470643056,0.4297520661157025,0.049586776859504134,0.03305785123966942,0.17355371900826447,0.06611570247933884,29
29057,48,7,2,13,10,99,32.9,24.95,14.85,34.0,40.7,0.0895598122542179,0.48484848484848486,0.0707070707070707,0.020202020202020204,0.13131313131313133,0.10101010101010101,29
29059,42,9,0,13,8,86,30.8333,24.8333,15.9667,36.0,38.8667,0.2595219645943851,0.4883720930232558,0.10465116279069768,0.0,0.1511627906976744,0.09302325581395349,29
29061,35,10,2,17,8,79,30.05,23.85,16.05,33.45,40.0,0.1513103284714811,0.4430379746835443,0.12658227848101267,0.02531645569620253,0.21518987341772153,0.10126582278481013,29
29063,88,10,0,26,7,154,26.4,23.1,17.8,33.4,40.05,0.2062519391870927,0.5714285714285714,0.06493506493506493,0.0,0.16883116883116883,0.045454545454545456,29
29065,170,17,3,58,26,323,32.25,25.775,15.65,34.775,37.95,0.1887973430414511,0.5263157894736842,0.05263157894736842,0.009287925696594427,0.17956656346749225,0.0804953560371517,29
29067,71,21,2,43,19,181,32.2333,26.6667,14.7667,33.7,39.0667,0.3764250219234142,0.39226519337016574,0.11602209944751381,0.011049723756906077,0.23756906077348067,0.10497237569060773,29
29069,342,59,14,179,81,842,35.08,28.1,13.93,38.22,39.68,0.1780943025540275,0.40617577197149646,0.07007125890736342,0.0166270783847981,0.21258907363420426,0.09619952494061758,29
29071,1071,194,84,325,175,2241,24.4235,20.9294,17.5412,33.8529,31.6706,0.3573259646436062,0.4779116465863454,0.08656849620705043,0.03748326639892905,0.14502454261490405,0.07809013833110219,29
29073,416,33,7,105,24,645,27.36,20.12,15.9,32.66,33.46,0.1077796433996961,0.6449612403100775,0.05116279069767442,0.010852713178294573,0.16279069767441862,0.037209302325581395,29
29075,31,7,3,9,2,58,28.05,21.2,15.9,33.2,38.0,0.2186108637577916,0.5344827586206896,0.1206896551724138,0.05172413793103448,0.15517241379310345,0.034482758620689655,29
29077,9522,1869,286,3861,1704,20798,25.3,20.6661,17.1161,32.1936,34.7645,0.4068625909551152,0.457832483892682,0.08986441003942687,0.013751322242523319,0.18564285027406482,0.08193095489950956,29
29079,98,13,1,17,13,171,28.6,22.075,15.7,32.65,36.825,0.3343728681415067,0.5730994152046783,0.07602339181286549,0.005847953216374269,0.09941520467836257,0.07602339181286549,29
29081,35,13,1,8,14,84,30.0,22.6667,14.9667,33.8,38.1667,0.3359383722228424,0.4166666666666667,0.15476190476190477,0.011904761904761904,0.09523809523809523,0.16666666666666666,29
29083,245,59,16,125,63,634,29.95,22.6667,15.7667,34.5,42.6667,0.3685344827586206,0.3864353312302839,0.09305993690851735,0.025236593059936908,0.1971608832807571,0.09936908517350158,29
29085,27,4,0,10,7,53,32.2333,23.1667,13.3333,32.9667,39.5333,0.136716224951519,0.5094339622641509,0.07547169811320754,0.0,0.18867924528301888,0.1320754716981132,29
29087,18,6,1,7,3,41,28.1667,20.6667,15.5333,32.1667,37.6,0.3432410423452768,0.43902439024390244,0.14634146341463414,0.024390243902439025,0.17073170731707318,0.07317073170731707,29
29089,185,42,4,56,34,397,26.9333,20.2333,16.5667,33.1333,36.9,0.152602523659306,0.4659949622166247,0.10579345088161209,0.010075566750629723,0.14105793450881612,0.08564231738035265,29
29091,313,97,16,138,80,782,28.6625,23.45,15.3125,33.325,39.775,0.3166328056119906,0.40025575447570333,0.12404092071611253,0.020460358056265986,0.17647058823529413,0.10230179028132992,29
29093,60,15,3,15,12,129,32.65,25.775,15.65,34.65,41.425,0.323692704970949,0.46511627906976744,0.11627906976744186,0.023255813953488372,0.11627906976744186,0.09302325581395349,29
29095,53906,12139,2082,23448,10013,123701,28.7692,20.4067,18.5328,39.562,37.2544,0.3637293729372937,0.4357765903266748,0.09813178551507264,0.01683090678329197,0.1895538435420894,0.08094518233482348,29
29097,3994,921,137,1605,693,8735,27.5227,21.7455,17.0909,35.6136,36.2909,0.3932925656705511,0.45724098454493417,0.10543789353176874,0.015684029765311962,0.1837435603892387,0.07933600457927877,29
29099,1672,281,44,630,279,3457,25.1262,22.1143,19.4524,34.8048,41.5929,0.4537620750743724,0.4836563494359271,0.08128435059299971,0.012727798669366503,0.1822389354932022,0.08070581428984669,29
29101,2550,713,165,1117,658,6265,23.9,18.7,19.4111,31.9111,35.3889,0.3704485042825197,0.40702314445331206,0.11380686352753391,0.026336791699920193,0.17829209896249001,0.10502793296089385,29
29103,21,2,1,3,2,42,30.65,23.2,15.1,33.05,37.6,0.1931735657225853,0.5,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,29
29105,38,5,0,35,5,86,28.2167,24.3167,16.0333,34.3833,41.6167,0.4372944252340389,0.4418604651162791,0.05813953488372093,0.0,0.4069767441860465,0.05813953488372093,29
29107,238,82,7,87,51,564,29.8857,21.3429,16.6143,33.0714,39.7,0.56004828002414,0.4219858156028369,0.1453900709219858,0.012411347517730497,0.15425531914893617,0.09042553191489362,29
29109,672,95,10,179,62,1244,29.3286,23.7571,16.0714,33.8,35.2,0.2247489755700835,0.5401929260450161,0.07636655948553055,0.008038585209003215,0.14389067524115756,0.04983922829581994,29
29111,80,19,2,40,12,196,29.525,23.075,16.425,33.575,38.7,0.60138214968387,0.40816326530612246,0.09693877551020408,0.01020408163265306,0.20408163265306123,0.061224489795918366,29
29113,487,106,12,200,84,1090,28.4429,23.4429,18.3429,33.1571,37.0429,0.2193407207374988,0.44678899082568807,0.09724770642201835,0.011009174311926606,0.1834862385321101,0.07706422018348624,29
29115,67,10,1,45,11,166,26.86,22.04,15.38,31.96,37.86,0.3778723404255319,0.4036144578313253,0.060240963855421686,0.006024096385542169,0.2710843373493976,0.06626506024096386,29
29117,132,32,4,47,31,300,29.62,23.08,16.68,34.68,38.9,0.1020072392234287,0.44,0.10666666666666667,0.013333333333333334,0.15666666666666668,0.10333333333333333,29
29119,90,22,1,42,18,217,33.025,27.725,16.9,34.525,39.25,0.1428802066515983,0.4147465437788018,0.10138248847926268,0.004608294930875576,0.1935483870967742,0.08294930875576037,29
29121,88,21,0,35,15,193,27.82,20.98,15.96,33.0,36.62,0.2914043427984067,0.45595854922279794,0.10880829015544041,0.0,0.18134715025906736,0.07772020725388601,29
29123,126,14,4,43,19,272,29.7,22.6333,16.2667,32.6,39.9333,0.2045640438409946,0.4632352941176471,0.051470588235294115,0.014705882352941176,0.15808823529411764,0.06985294117647059,29
29125,29,12,0,12,12,72,30.0667,23.0,16.1,33.4667,39.1,0.0548169136878814,0.4027777777777778,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,29
29127,644,157,23,237,140,1463,27.875,22.7875,16.8625,35.65,39.675,0.2023447485565692,0.44019138755980863,0.10731373889268626,0.01572112098427888,0.1619958988380041,0.09569377990430622,29
29129,1,1,0,3,0,7,27.35,20.75,15.8,31.9,36.4,0.9976221928665786,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,29
29131,132,26,4,56,15,278,27.6,22.7,17.2,35.06,37.34,0.0967093325486734,0.4748201438848921,0.09352517985611511,0.014388489208633094,0.2014388489208633,0.0539568345323741,29
29133,109,34,3,38,26,244,35.9,29.125,15.5,37.05,42.375,0.040397287747111,0.44672131147540983,0.13934426229508196,0.012295081967213115,0.1557377049180328,0.10655737704918032,29
29135,184,45,5,70,47,563,26.7,22.05,18.0,33.775,36.225,0.109758441724867,0.3268206039076377,0.07992895204262877,0.008880994671403197,0.12433392539964476,0.08348134991119005,29
29137,38,9,1,15,12,90,30.6,23.0333,15.7667,34.2333,37.2333,0.1410633484162896,0.4222222222222222,0.1,0.011111111111111112,0.16666666666666666,0.13333333333333333,29
29139,27,2,0,4,6,50,30.975,23.95,15.625,33.85,39.6,0.1770186335403726,0.54,0.04,0.0,0.08,0.12,29
29141,105,14,1,54,18,248,31.94,25.2,14.16,33.36,36.66,0.0584,0.42338709677419356,0.056451612903225805,0.004032258064516129,0.21774193548387097,0.07258064516129033,29
29143,117,36,4,68,45,318,35.0167,27.3667,14.8833,34.1667,44.9167,0.0468453260181472,0.36792452830188677,0.11320754716981132,0.012578616352201259,0.2138364779874214,0.14150943396226415,29
29145,517,114,13,242,98,1181,27.2083,21.9,16.4333,32.4917,34.7917,0.4396579467610684,0.4377646062658764,0.09652836579170194,0.01100762066045724,0.20491109229466553,0.0829805249788315,29
29147,767,142,10,231,140,1469,25.12,18.96,18.46,29.16,36.1,0.542918271287976,0.5221238938053098,0.0966643975493533,0.0068073519400953025,0.1572498298162015,0.09530292716133425,29
29149,25,8,1,13,11,69,32.7667,26.6,14.4667,35.2333,39.4,0.1646907453359066,0.36231884057971014,0.11594202898550725,0.014492753623188406,0.18840579710144928,0.15942028985507245,29
29151,220,63,5,110,28,512,25.0,20.4,18.05,31.5,35.475,0.1113272805879809,0.4296875,0.123046875,0.009765625,0.21484375,0.0546875,29
29153,18,3,0,10,4,41,34.5,27.45,13.9,33.15,40.1,0.3694333024786588,0.43902439024390244,0.07317073170731707,0.0,0.24390243902439024,0.0975609756097561,29
29155,209,46,5,62,47,449,35.6833,28.8333,14.2833,41.35,42.0833,0.1574933687002652,0.46547884187082406,0.10244988864142539,0.011135857461024499,0.13808463251670378,0.10467706013363029,29
29157,113,19,2,32,23,223,26.78,21.28,16.84,34.3,38.26,0.1516525222708344,0.5067264573991032,0.08520179372197309,0.008968609865470852,0.14349775784753363,0.1031390134529148,29
29159,326,84,17,170,74,810,28.3727,22.2727,16.7636,33.0091,39.0091,0.1725828992504129,0.4024691358024691,0.1037037037037037,0.020987654320987655,0.20987654320987653,0.09135802469135802,29
29161,1159,234,26,485,174,2447,25.34,20.63,17.66,33.33,33.8,0.2242711580270843,0.4736411932979158,0.09562729873314263,0.010625255414793625,0.19820187985288107,0.07110747854515734,29
29163,107,32,3,40,19,246,28.86,23.06,17.32,34.2,42.52,0.2468675739900626,0.4349593495934959,0.13008130081300814,0.012195121951219513,0.16260162601626016,0.07723577235772358,29
29165,515,84,11,222,79,1095,19.9632,15.5211,18.4211,32.3895,31.8211,0.4255783002725141,0.4703196347031963,0.07671232876712329,0.01004566210045662,0.20273972602739726,0.07214611872146119,29
29167,326,55,4,133,72,719,28.225,22.375,16.375,33.775,35.875,0.0472894562334217,0.4534075104311544,0.07649513212795549,0.005563282336578581,0.18497913769123783,0.10013908205841446,29
29169,859,217,25,1502,172,3142,23.0667,19.5556,20.1444,35.1444,34.8,0.748202902482029,0.2733927434754933,0.06906429026098027,0.007956715467854869,0.47803946530872055,0.0547422024188415,29
29171,9,2,1,7,2,26,29.3,21.4,14.8,34.1,36.65,0.4873394495412844,0.34615384615384615,0.07692307692307693,0.038461538461538464,0.2692307692307692,0.07692307692307693,29
29173,21,0,0,2,8,37,28.7,23.2,16.5,34.5,39.3,0.0746532900560637,0.5675675675675675,0.0,0.0,0.05405405405405406,0.21621621621621623,29
29175,315,61,12,123,69,709,28.5667,22.9333,16.9833,35.8,38.9,0.1826213680663084,0.44428772919605075,0.08603667136812412,0.01692524682651622,0.17348377997179126,0.09732016925246827,29
29177,132,18,4,69,21,293,28.05,22.95,17.35,34.75,39.425,0.1616917939896792,0.45051194539249145,0.06143344709897611,0.013651877133105802,0.2354948805460751,0.07167235494880546,29
29179,6,1,0,2,1,11,31.3,24.8,15.45,32.8,38.7,0.4545997610513739,0.5454545454545454,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,29
29181,74,14,0,17,15,159,34.75,28.575,15.2,37.75,42.025,0.1218913110224132,0.46540880503144655,0.0880503144654088,0.0,0.1069182389937107,0.09433962264150944,29
29183,4932,876,195,2111,749,10650,20.959,16.0064,21.1128,32.4038,31.0462,0.4414407665777112,0.4630985915492958,0.08225352112676056,0.018309859154929577,0.19821596244131456,0.07032863849765258,29
29185,34,8,1,19,3,78,31.5,23.6667,14.9667,34.0333,37.5333,0.0982151963284038,0.4358974358974359,0.10256410256410256,0.01282051282051282,0.24358974358974358,0.038461538461538464,29
29186,97,13,0,40,21,217,26.6,20.725,17.35,34.7,36.725,0.3195921741526591,0.4470046082949309,0.059907834101382486,0.0,0.18433179723502305,0.0967741935483871,29
29187,787,141,27,313,139,1715,28.9909,23.6545,16.7364,34.1636,36.2545,0.2675623114780124,0.4588921282798834,0.08221574344023323,0.01574344023323615,0.1825072886297376,0.08104956268221575,29
29189,10253,2413,338,4395,1747,23181,22.9809,15.8427,17.2784,31.4688,29.0276,0.3438936208538123,0.4423018851645744,0.10409386997972478,0.014580906777101938,0.18959492687977222,0.07536344419999137,29
29195,345,97,11,138,90,826,29.525,21.9,16.4875,35.5,38.65,0.3809067841240963,0.41767554479418884,0.11743341404358354,0.013317191283292978,0.16707021791767554,0.1089588377723971,29
29197,29,8,1,6,3,58,29.75,23.0,15.85,33.65,37.2,0.8223877228616565,0.5,0.13793103448275862,0.017241379310344827,0.10344827586206896,0.05172413793103448,29
29199,21,3,0,11,2,44,32.25,24.3,15.35,32.7,38.2,0.1609116022099447,0.4772727272727273,0.06818181818181818,0.0,0.25,0.045454545454545456,29
29201,376,76,9,117,85,857,35.57,24.39,15.67,36.69,43.82,0.1991374513077351,0.4387397899649942,0.08868144690781797,0.010501750291715286,0.13652275379229872,0.09918319719953325,29
29203,27,10,1,11,8,67,34.7,27.2,14.85,34.95,39.7,0.1010543774434308,0.40298507462686567,0.14925373134328357,0.014925373134328358,0.16417910447761194,0.11940298507462686,29
29205,77,7,1,9,4,111,30.2667,22.1,15.5,30.8333,36.9333,0.3853758041738584,0.6936936936936937,0.06306306306306306,0.009009009009009009,0.08108108108108109,0.036036036036036036,29
29207,159,54,7,96,24,420,33.5875,27.175,15.475,34.8875,39.9125,0.0820373250388802,0.37857142857142856,0.12857142857142856,0.016666666666666666,0.22857142857142856,0.05714285714285714,29
29209,373,37,11,221,42,847,29.1833,21.0333,14.1667,31.9167,38.8833,0.199771254288982,0.44037780401416765,0.043683589138134596,0.012987012987012988,0.26092089728453366,0.049586776859504134,29
29211,17,0,1,5,4,34,31.9,22.4,15.7,33.9333,40.0667,0.4941938968403996,0.5,0.0,0.029411764705882353,0.14705882352941177,0.11764705882352941,29
29213,2573,278,36,564,247,4267,27.84,21.31,16.2,32.61,37.05,0.432960667557824,0.6029997656433091,0.06515116006561987,0.00843684087180689,0.13217717365830794,0.05788610264823061,29
29215,299,78,9,107,75,657,32.4,26.375,15.475,34.0,40.7,0.1256151953245155,0.4550989345509893,0.1187214611872146,0.0136986301369863,0.1628614916286149,0.1141552511415525,29
29217,168,32,6,77,33,376,30.1333,23.55,16.3333,32.4167,36.5833,0.3287489956992296,0.44680851063829785,0.0851063829787234,0.015957446808510637,0.2047872340425532,0.08776595744680851,29
29219,587,58,18,277,57,1229,25.3,21.68,17.24,35.58,37.68,0.1767144584556918,0.47762408462164363,0.047192839707078924,0.014646053702196907,0.22538649308380798,0.046379170056956874,29
29221,66,11,2,29,9,154,30.54,27.1,16.86,35.52,41.74,0.1978149848083263,0.42857142857142855,0.07142857142857142,0.012987012987012988,0.18831168831168832,0.05844155844155844,29
29223,13,3,0,9,1,33,35.55,27.675,14.8,34.7,40.8,0.4947790317477059,0.3939393939393939,0.09090909090909091,0.0,0.2727272727272727,0.030303030303030304,29
29225,253,32,7,110,47,534,29.95,24.55,16.4375,35.0625,40.05,0.2079393860898847,0.4737827715355805,0.0599250936329588,0.013108614232209739,0.20599250936329588,0.08801498127340825,29
29227,2,0,0,0,0,3,27.9,20.0,15.5,32.9,37.1,0.140027637033625,0.6666666666666666,0.0,0.0,0.0,0.0,29
29229,58,13,2,28,12,135,33.825,28.125,14.95,35.25,41.575,0.2524656306037059,0.42962962962962964,0.0962962962962963,0.014814814814814815,0.2074074074074074,0.08888888888888889,29
29510,80134,18633,4559,33523,15209,184850,28.533,21.3358,15.767,37.4123,40.3689,0.2058678659385373,0.4335082499323776,0.10080064917500677,0.024663240465242087,0.18135244793075467,0.08227752231539086,29
30001,82,17,6,57,27,229,21.3333,16.3333,20.7667,31.0,30.0,0.2007354531689379,0.35807860262008734,0.07423580786026202,0.026200873362445413,0.24890829694323144,0.11790393013100436,30
30003,50,14,2,18,13,131,28.1,28.44,21.72,36.06,36.5,0.4252623396813059,0.3816793893129771,0.10687022900763359,0.015267175572519083,0.13740458015267176,0.09923664122137404,30
30005,8,4,1,7,2,27,27.05,27.6,20.875,33.675,36.1,0.3401633030349715,0.2962962962962963,0.14814814814814814,0.037037037037037035,0.25925925925925924,0.07407407407407407,30
30007,39,8,1,13,3,78,21.1,17.95,20.05,29.1,32.35,0.2444130127298444,0.5,0.10256410256410256,0.01282051282051282,0.16666666666666666,0.038461538461538464,30
30009,57,11,0,15,3,109,19.62,15.98,19.32,30.76,29.78,0.2467213114754098,0.5229357798165137,0.10091743119266056,0.0,0.13761467889908258,0.027522935779816515,30
30011,1,0,0,1,1,4,23.1,16.5,19.1,29.4,30.5,1.0,0.25,0.0,0.0,0.25,0.25,30
30013,1522,298,41,633,273,3425,22.8545,19.3273,18.8682,31.1455,35.0,0.3721558242447472,0.44437956204379564,0.08700729927007299,0.01197080291970803,0.1848175182481752,0.0797080291970803,30
30015,60,9,0,22,7,115,23.9,18.8,20.05,31.5,33.05,0.4956132805780148,0.5217391304347826,0.0782608695652174,0.0,0.19130434782608696,0.06086956521739131,30
30017,122,29,5,62,25,273,21.8333,17.1167,20.7,31.5333,33.5,0.1954013163518249,0.4468864468864469,0.10622710622710622,0.018315018315018316,0.2271062271062271,0.09157509157509157,30
30019,8,3,0,3,0,18,22.1,15.3,18.5,28.5,29.6,0.2678469446030839,0.4444444444444444,0.16666666666666666,0.0,0.16666666666666666,0.0,30
30021,86,13,1,37,15,182,22.0,17.2667,21.1333,29.9,33.8667,0.5246486727637742,0.4725274725274725,0.07142857142857142,0.005494505494505495,0.2032967032967033,0.08241758241758242,30
30023,151,45,10,111,39,423,25.8,20.8333,19.5,32.4667,32.8333,0.0723811572381157,0.35697399527186763,0.10638297872340426,0.02364066193853428,0.2624113475177305,0.09219858156028368,30
30025,22,3,4,11,5,61,20.8,16.8,21.4,29.4,26.8,0.2242214532871972,0.36065573770491804,0.04918032786885246,0.06557377049180328,0.18032786885245902,0.08196721311475409,30
30027,124,24,4,37,10,244,22.05,16.45,19.25,27.8,30.05,0.393837389953392,0.5081967213114754,0.09836065573770492,0.01639344262295082,0.15163934426229508,0.040983606557377046,30
30029,1662,327,55,713,219,3673,20.7368,17.5737,21.5316,28.6842,28.5053,0.2126373127553336,0.4524911516471549,0.08902804247209366,0.014974135583991287,0.1941192485706507,0.05962428532534713,30
30031,3658,788,113,1811,569,8415,12.1818,12.9364,23.0864,23.75,18.4636,0.2468157890366827,0.4346999405822935,0.0936423054070113,0.013428401663695782,0.21521093285799167,0.06761734997029115,30
30035,65,15,2,26,10,135,29.7,28.6667,20.5333,34.3667,40.1667,0.2809911187402045,0.48148148148148145,0.1111111111111111,0.014814814814814815,0.1925925925925926,0.07407407407407407,30
30037,1,0,0,1,0,3,24.0,18.7,18.4,30.1,31.6,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,30
30039,18,2,0,12,4,41,21.0,16.4,18.1,29.0,30.4,0.9834361805781098,0.43902439024390244,0.04878048780487805,0.0,0.2926829268292683,0.0975609756097561,30
30041,511,72,15,156,97,965,22.9167,20.8,21.4667,32.45,36.1333,0.5349155069582505,0.5295336787564767,0.07461139896373056,0.015544041450777202,0.1616580310880829,0.10051813471502591,30
30043,42,8,3,18,8,94,19.1,16.6,21.3667,29.7,29.8333,0.302647729265299,0.44680851063829785,0.0851063829787234,0.031914893617021274,0.19148936170212766,0.0851063829787234,30
30045,3,0,0,3,1,7,20.4,16.8,19.7,28.9,30.1,0.6124517374517374,0.42857142857142855,0.0,0.0,0.42857142857142855,0.14285714285714285,30
30047,291,50,10,140,73,661,22.0875,19.2875,19.125,31.0875,32.5,0.056807903708342,0.4402420574886536,0.07564296520423601,0.015128593040847202,0.2118003025718608,0.11043872919818457,30
30049,2016,383,69,952,255,4486,18.4357,15.1571,21.0214,28.4286,29.2714,0.2522486834133383,0.44939812750780206,0.08537672759696835,0.015381185911725367,0.21221578243423986,0.056843513152028534,30
30051,3,0,0,2,1,6,26.2,22.1,18.9,31.2,33.7,0.5622060709705002,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,30
30053,270,47,6,119,39,586,24.12,20.42,17.74,30.08,33.8,0.0852784839380633,0.46075085324232085,0.08020477815699659,0.010238907849829351,0.2030716723549488,0.06655290102389079,30
30055,4,1,0,0,1,7,22.5,17.1,19.7,29.3,30.3,0.4013840830449827,0.5714285714285714,0.14285714285714285,0.0,0.0,0.14285714285714285,30
30057,34,4,0,5,6,57,20.2,15.3,20.4,27.8667,29.0,0.3020413470289949,0.5964912280701754,0.07017543859649122,0.0,0.08771929824561403,0.10526315789473684,30
30059,26,4,1,6,1,46,22.1,17.0,18.0,30.3,29.6,1.0,0.5652173913043478,0.08695652173913043,0.021739130434782608,0.13043478260869565,0.021739130434782608,30
30061,57,55,2,28,21,201,24.6,21.1,18.0,32.4,33.1,0.2718446601941747,0.2835820895522388,0.2736318407960199,0.009950248756218905,0.13930348258706468,0.1044776119402985,30
30063,5330,1169,205,2492,879,12185,14.43,14.22,23.565,26.455,25.7,0.3098560932133385,0.4374230611407468,0.09593762823143209,0.016823963890028725,0.20451374640951991,0.0721378744357817,30
30065,3,2,0,5,0,12,24.75,20.7,18.9,32.35,33.15,0.5699094131547854,0.25,0.16666666666666666,0.0,0.4166666666666667,0.0,30
30067,273,52,7,97,31,571,18.48,16.94,20.14,28.08,25.76,0.4157712970069071,0.47810858143607704,0.09106830122591944,0.012259194395796848,0.16987740805604204,0.0542907180385289,30
30069,7,1,1,2,2,13,20.5,16.3,19.4,29.9,29.9,1.0,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,30
30071,4,1,0,0,0,8,26.2,19.7,18.4,32.5,31.1,0.3611568304726075,0.5,0.125,0.0,0.0,0.0,30
30073,10,1,0,12,2,33,24.45,20.25,20.0,31.35,32.75,0.2546725174711522,0.30303030303030304,0.030303030303030304,0.0,0.36363636363636365,0.06060606060606061,30
30077,29,3,0,11,6,54,23.5,20.05,21.4,31.65,32.35,0.1922584317631991,0.5370370370370371,0.05555555555555555,0.0,0.2037037037037037,0.1111111111111111,30
30079,1,1,0,0,0,3,24.5,18.5,16.8,29.6,31.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,30
30081,303,63,9,113,51,645,19.93,17.39,19.56,31.77,30.5,0.0273301502039192,0.4697674418604651,0.09767441860465116,0.013953488372093023,0.17519379844961241,0.07906976744186046,30
30083,133,29,2,60,23,293,21.375,17.875,22.45,29.1,36.45,0.5383747178329571,0.4539249146757679,0.09897610921501707,0.006825938566552901,0.20477815699658702,0.07849829351535836,30
30085,78,14,1,36,15,185,27.1333,27.3667,20.6333,33.9667,37.2667,0.2609112709832134,0.42162162162162165,0.07567567567567568,0.005405405405405406,0.1945945945945946,0.08108108108108109,30
30087,32,8,1,11,7,68,23.275,20.975,20.725,31.35,35.875,0.3172226974622184,0.47058823529411764,0.11764705882352941,0.014705882352941176,0.16176470588235295,0.10294117647058823,30
30089,72,10,2,35,8,157,26.9,22.3,17.8333,33.1333,32.1333,0.3113116621396652,0.4585987261146497,0.06369426751592357,0.012738853503184714,0.2229299363057325,0.050955414012738856,30
30091,9,0,0,3,0,15,23.75,17.05,20.1,30.55,29.8,0.3525413711583924,0.6,0.0,0.0,0.2,0.0,30
30093,1334,225,44,622,189,3008,23.0,18.675,21.1875,32.3125,29.8,0.0744500314267756,0.4434840425531915,0.07480053191489362,0.014627659574468085,0.20678191489361702,0.06283244680851063,30
30095,56,8,0,40,9,142,19.8,16.4,20.4667,30.5,28.8,0.1530108588351431,0.39436619718309857,0.056338028169014086,0.0,0.28169014084507044,0.06338028169014084,30
30097,13,8,0,3,2,32,20.2,16.4,19.7,30.1,30.6,0.2262393864694604,0.40625,0.25,0.0,0.09375,0.0625,30
30099,30,5,0,12,8,63,22.0,17.6,18.8,30.5333,29.7667,0.601679565288984,0.47619047619047616,0.07936507936507936,0.0,0.19047619047619047,0.12698412698412698,30
30101,77,7,1,31,12,161,22.4,22.6667,24.6667,33.8,30.6,0.4365138993238167,0.4782608695652174,0.043478260869565216,0.006211180124223602,0.19254658385093168,0.07453416149068323,30
30103,5,0,0,6,1,15,24.0,18.0,17.8,30.2,31.2,1.0,0.3333333333333333,0.0,0.0,0.4,0.06666666666666667,30
30105,100,13,3,46,19,213,21.7667,18.5,19.7333,32.7333,32.2,0.4190527887094585,0.4694835680751174,0.06103286384976526,0.014084507042253521,0.215962441314554,0.0892018779342723,30
30107,10,2,0,5,0,20,26.2,21.2,18.9,31.1,31.0,0.3450184501845018,0.5,0.1,0.0,0.25,0.0,30
30109,1,1,0,0,1,4,23.5,17.1,18.5,28.8,30.5,1.0,0.25,0.25,0.0,0.0,0.25,30
30111,3195,690,110,1273,552,7019,20.4969,17.8531,20.5,30.3062,31.6,0.2571955207934035,0.45519304744265565,0.09830460179512751,0.015671748112266706,0.18136486679014105,0.07864368143610201,30
