level,tweet_metric,prevalence_metric,n,pearson_r,pearson_p,spearman_rho,spearman_p
county,pa_rate,leisure_prev,3130,-0.1585613421107372,4.501407839294247e-19,-0.2305136435481727,5.0415472062393007e-39
county,smoking_rate,smoking_prev,3130,0.02961220877061452,0.09764123754938858,0.03326440213873727,0.06277310077395265
county,alcohol_rate,binge_prev,3130,0.10347597551465448,6.538120984152584e-09,0.14961879998100305,3.939184237061418e-17
county,sleep_rate,sleep_prev,3130,0.22046265421992137,9.236854879080766e-36,0.335989932049345,1.837464722605038e-83
county,diet_rate,diet_prevalence,3100,-0.03369790482965092,0.060655826748506114,-0.019100888746979055,0.28770914732266906
